m_ID,S,S_LowHigh,C,C_category,ratio,NODF,P_Ce,NODFst,N_LowHigh,nSpecA
534,200,1,0.15173,0,3.1667,7.4398,0,0.27,1,1
535,200,1,0.14926,0,3.1667,8.0229,0,0.27,1,2
536,200,1,0.15872,0,3.1667,8.0549,0,0.27,1,2
537,200,1,0.15118,0,3.1667,8.3005,0,0.27,1,1
538,200,1,0.15652,0,3.1667,7.7722,0,0.27,1,2
539,200,1,0.15419,0,3.1667,7.8219,0,0.26,1,2
540,200,1,0.15817,0,3.1667,7.6721,0,0.26,1,2
541,199,1,0.15425,0,3.1458,7.6322,0,0.26,1,1
542,198,1,0.15819,0,3.125,7.2342,0,0.26,1,3
543,200,1,0.15365,0,3.1667,7.457,0,0.26,1,3
544,199,1,0.15273,0,3.1458,7.5697,0,0.26,1,0
545,200,1,0.15639,0,3.1667,7.4982,0,0.26,1,4
546,198,1,0.14792,0,3.125,7.4235,0,0.26,1,2
547,200,1,0.15406,0,3.1667,7.2923,0,0.25,1,0
548,200,1,0.14405,0,3.1667,6.9031,0,0.25,1,2
549,200,1,0.15063,0,3.1667,7.6133,0,0.25,1,7
550,200,1,0.15598,0,3.1667,7.4213,0,0.25,1,4
551,200,1,0.14844,0,3.1667,7.0861,0,0.25,1,4
552,200,1,0.15762,0,3.1667,7.1914,0,0.25,1,1
553,199,1,0.15728,0,3.1458,7.4214,0,0.25,1,2
554,200,1,0.15762,0,3.1667,7.2257,0,0.24,1,2
555,200,1,0.14597,0,3.1667,6.7834,0,0.24,1,3
556,200,1,0.15488,0,3.1667,7.2595,0,0.24,1,2
557,200,1,0.14707,0,3.1667,6.7892,0,0.24,1,2
558,200,1,0.14707,0,3.1667,6.8006,0,0.24,1,2
559,200,1,0.15104,0,3.1667,6.9449,0,0.24,1,2
560,200,1,0.15611,0,3.1667,7.1669,0,0.24,1,3
561,200,1,0.15598,0,3.1667,7.3327,0,0.24,1,1
562,200,1,0.15461,0,3.1667,6.9448,0,0.24,1,1
563,200,1,0.15337,0,3.1667,7.1719,0,0.24,1,2
564,200,1,0.15611,0,3.1667,6.8159,0,0.23,1,1
565,199,1,0.15908,0,3.1458,6.959,0,0.23,1,0
566,200,1,0.15488,0,3.1667,7.048,0,0.23,1,2
567,200,1,0.15063,0,3.1667,6.4994,0,0.23,1,4
568,199,1,0.15908,0,3.1458,7.0676,0,0.23,1,0
569,200,1,0.15145,0,3.1667,6.848,0,0.23,1,4
570,199,1,0.14473,0,3.1458,6.5313,0,0.23,1,3
571,200,1,0.15433,0,3.1667,6.7642,0,0.23,1,4
572,200,1,0.15132,0,3.1667,6.3135,0,0.23,1,2
573,200,1,0.15831,0,3.1667,6.8345,0,0.23,1,1
574,200,1,0.15214,0,3.1667,6.6965,0,0.23,1,5
575,200,1,0.15461,0,3.1667,6.4995,0,0.23,1,0
576,200,1,0.1457,0,3.1667,6.6731,0,0.23,1,3
577,200,1,0.15899,0,3.1667,6.9324,0,0.23,1,1
578,199,1,0.15494,0,3.1458,6.7381,0,0.22,1,1
579,199,1,0.14542,0,3.1458,6.3071,0,0.22,1,4
580,200,1,0.15392,0,3.1667,6.792,0,0.22,1,3
581,200,1,0.15543,0,3.1667,6.4949,0,0.22,1,2
582,200,1,0.15762,0,3.1667,6.7773,0,0.22,1,0
583,200,1,0.14474,0,3.1667,6.1765,0,0.22,1,1
584,200,1,0.15762,0,3.1667,6.5789,0,0.22,1,0
585,200,1,0.14611,0,3.1667,6.1057,0,0.22,1,0
586,200,1,0.14542,0,3.1667,6.2529,0,0.22,1,1
587,200,1,0.15104,0,3.1667,6.2294,0,0.22,1,2
588,199,1,0.15094,0,3.1458,6.1416,0,0.22,1,0
589,200,1,0.15858,0,3.1667,6.7071,0,0.22,1,5
590,200,1,0.15611,0,3.1667,6.2371,0,0.21,1,4
591,199,1,0.15342,0,3.1458,6.6348,0,0.21,1,3
592,200,1,0.14789,0,3.1667,6.1392,0,0.21,1,1
593,200,1,0.1531,0,3.1667,6.3633,0,0.21,1,1
594,200,1,0.14775,0,3.1667,6.1529,0,0.21,1,3
595,199,1,0.15232,0,3.1458,6.1201,0,0.21,1,3
596,200,1,0.14775,0,3.1667,6.1554,0,0.21,1,3
597,200,1,0.15707,0,3.1667,6.2496,0,0.21,1,2
598,199,1,0.15397,0,3.1458,6.2907,0,0.21,1,1
599,200,1,0.14624,0,3.1667,6.4329,0,0.2,1,3
600,199,1,0.1537,0,3.1458,6.1868,0,0.2,1,0
601,200,1,0.30036,1,3.4444,-2.2284,0.99,-0.05,0,0
602,200,1,0.30573,1,3,-2.2596,0.99,-0.05,0,0
603,200,1,0.29985,1,2.7037,-2.2397,0.99,-0.05,0,0
604,200,1,0.30346,1,1.8986,-2.2807,0.99,-0.04,0,0
605,200,1,0.30111,1,2.0303,-2.2506,0.99,-0.04,0,0
606,200,1,0.3006,1,2.3333,-2.1059,0.98,-0.04,0,0
607,200,1,0.30199,1,2.0769,-2.1337,0.98,-0.04,0,0
608,200,1,0.30543,1,2.5714,-2.0828,0.98,-0.04,0,0
609,200,1,0.30154,1,3.1667,-1.8346,0.97,-0.04,0,0
610,200,1,0.30232,1,2.6364,-1.9411,0.97,-0.04,0,0
611,200,1,0.30368,1,1.6667,-2.1101,0.98,-0.04,0,0
612,200,1,0.30166,1,3.0816,-1.8203,0.97,-0.04,0,0
613,200,1,0.30833,1,2.3898,-1.9665,0.98,-0.04,0,0
614,200,1,0.30485,1,1.5641,-2.1023,0.98,-0.04,0,0
615,200,1,0.30177,1,3.2553,-1.7923,0.96,-0.04,0,0
616,200,1,0.30187,1,1.8571,-2.0345,0.98,-0.04,0,0
617,200,1,0.30031,1,2.6364,-1.9312,0.97,-0.04,0,0
618,200,1,0.30548,1,3.3478,-1.7306,0.96,-0.04,0,0
619,200,1,0.30108,1,3.4444,-1.7104,0.96,-0.04,0,0
620,200,1,0.30067,1,2.125,-1.9194,0.97,-0.04,0,0
621,200,1,0.30275,1,2.1746,-1.9028,0.97,-0.04,0,0
622,200,1,0.30136,1,2.3898,-1.9382,0.97,-0.04,0,0
623,200,1,0.30924,1,1.7778,-2.1125,0.98,-0.04,0,0
624,200,1,0.3072,1,3.0816,-1.779,0.96,-0.04,0,0
625,200,1,0.30144,1,2.6364,-1.8138,0.97,-0.04,0,0
626,200,1,0.29878,1,3.4444,-1.639,0.95,-0.04,0,0
627,200,1,0.3001,1,3.2553,-1.6013,0.95,-0.03,0,0
628,200,1,0.30452,1,3.4444,-1.6236,0.95,-0.03,0,0
629,200,1,0.29783,1,3.1667,-1.5713,0.94,-0.03,0,0
630,200,1,0.30295,1,2.5714,-1.8722,0.97,-0.03,0,0
631,200,1,0.30187,1,1.9851,-1.8669,0.97,-0.03,0,0
632,200,1,0.30124,1,2.7037,-1.6111,0.95,-0.03,0,0
633,200,1,0.30524,1,3.2553,-1.5838,0.94,-0.03,0,0
634,200,1,0.30437,1,3.4444,-1.5323,0.94,-0.03,0,0
635,200,1,0.30124,1,3.3478,-1.61,0.95,-0.03,0,0
636,200,1,0.30381,1,2.2787,-1.7141,0.96,-0.03,0,0
637,200,1,0.3006,1,2.7736,-1.6023,0.95,-0.03,0,0
638,200,1,0.30214,1,2.7736,-1.6289,0.95,-0.03,0,0
639,200,1,0.30315,1,3.0816,-1.556,0.94,-0.03,0,0
640,200,1,0.30445,1,2.6364,-1.6065,0.95,-0.03,0,0
641,200,1,0.3007,1,2.5088,-1.6498,0.95,-0.03,0,0
642,200,1,0.30374,1,1.8571,-1.7492,0.96,-0.03,0,0
643,200,1,0.30288,1,3.0816,-1.5673,0.94,-0.03,0,0
644,200,1,0.30373,1,1.7027,-1.8305,0.97,-0.03,0,0
645,200,1,0.2976,1,1.6667,-1.7473,0.96,-0.03,0,0
646,200,1,0.2998,1,2.2787,-1.6632,0.95,-0.03,0,0
647,200,1,0.29858,1,2.0769,-1.6697,0.95,-0.03,0,0
648,200,1,0.30222,1,3.4444,-1.5462,0.94,-0.03,0,0
649,200,1,0.30017,1,2.9216,-1.5859,0.94,-0.03,0,0
650,200,1,0.2999,1,2.4483,-1.6682,0.95,-0.03,0,0
651,200,1,0.29987,1,3,-1.5599,0.94,-0.03,0,0
652,200,1,0.30187,1,3,-1.5188,0.94,-0.03,0,0
653,200,1,0.30495,1,2.6364,-1.5997,0.95,-0.03,0,0
654,200,1,0.30509,1,3.4444,-1.6042,0.95,-0.03,0,0
655,200,1,0.30381,1,2.7736,-1.559,0.94,-0.03,0,0
656,200,1,0.30257,1,2.4483,-1.5855,0.94,-0.03,0,0
657,200,1,0.29881,1,2.3333,-1.5965,0.94,-0.03,0,0
658,200,1,0.30102,1,1.8169,-1.6729,0.95,-0.03,0,0
659,200,1,0.30345,1,3.1667,-1.4511,0.93,-0.03,0,0
660,200,1,0.30595,1,3.4444,-1.4649,0.93,-0.03,0,0
661,200,1,0.30493,1,3,-1.5045,0.93,-0.03,0,0
662,200,1,0.3004,1,3,-1.4976,0.93,-0.03,0,0
663,200,1,0.30483,1,2.8462,-1.5338,0.94,-0.03,0,0
664,200,1,0.30491,1,3.3478,-1.409,0.92,-0.03,0,0
665,200,1,0.30382,1,2.0303,-1.5981,0.94,-0.03,0,0
666,200,1,0.30438,1,2.9216,-1.4846,0.93,-0.03,0,0
667,200,1,0.30193,1,2.125,-1.511,0.93,-0.03,0,0
668,200,1,0.30524,1,2.3333,-1.4954,0.93,-0.03,0,0
669,200,1,0.3045,1,3.0816,-1.3552,0.91,-0.03,0,0
670,200,1,0.30427,1,3.2553,-1.3928,0.92,-0.03,0,0
671,200,1,0.302,1,2.7037,-1.4888,0.93,-0.03,0,0
672,200,1,0.2982,1,2.9216,-1.4852,0.93,-0.03,0,0
673,200,1,0.30291,1,2.7736,-1.4202,0.92,-0.03,0,0
674,200,1,0.3045,1,1.7397,-1.5849,0.94,-0.03,0,0
675,200,1,0.30193,1,2.125,-1.6184,0.95,-0.03,0,0
676,200,1,0.30327,1,2.8462,-1.4089,0.92,-0.03,0,0
677,200,1,0.30059,1,1.8986,-1.5473,0.94,-0.03,0,0
678,200,1,0.30341,1,1.8571,-1.5319,0.94,-0.03,0,0
679,200,1,0.30516,1,1.8169,-1.6279,0.95,-0.03,0,0
680,200,1,0.30608,1,3.2553,-1.4212,0.92,-0.03,0,0
681,200,1,0.3003,1,3.1667,-1.4363,0.92,-0.03,0,0
682,200,1,0.30605,1,2.3898,-1.5011,0.93,-0.03,0,0
683,200,1,0.30165,1,3.4444,-1.3589,0.91,-0.03,0,0
684,200,1,0.30435,1,3.3478,-1.3446,0.91,-0.03,0,0
685,200,1,0.30345,1,2.5714,-1.4674,0.93,-0.03,0,0
686,200,1,0.3004,1,1.6316,-1.545,0.94,-0.03,0,0
687,200,1,0.30466,1,3.4444,-1.3251,0.91,-0.03,0,0
688,200,1,0.30286,1,1.5316,-1.5331,0.94,-0.03,0,0
689,200,1,0.30221,1,2.4483,-1.4684,0.93,-0.03,0,0
690,200,1,0.30112,1,1.8169,-1.5413,0.94,-0.03,0,0
691,200,1,0.3044,1,2.3333,-1.4255,0.92,-0.03,0,0
692,200,1,0.29899,1,1.6667,-1.4694,0.93,-0.03,0,0
693,200,1,0.30035,1,1.7778,-1.5716,0.94,-0.03,0,0
694,200,1,0.30412,1,2.9216,-1.4264,0.92,-0.03,0,0
695,200,1,0.30463,1,3.3478,-1.2618,0.9,-0.03,0,0
696,200,1,0.30218,1,3.2553,-1.3583,0.91,-0.03,0,0
697,200,1,0.29861,1,2.5714,-1.3609,0.91,-0.03,0,0
698,200,1,0.30359,1,2.0769,-1.4831,0.93,-0.03,0,0
699,200,1,0.3022,1,2.3898,-1.4141,0.92,-0.03,0,0
700,200,1,0.29857,1,3.2553,-1.3023,0.9,-0.03,0,0
701,200,1,0.30414,1,3.1667,14.218,0,0.28,1,0
702,200,1,0.30167,1,3.1667,14.221,0,0.28,1,0
703,200,1,0.29701,1,3.1667,13.433,0,0.28,1,1
704,200,1,0.29454,1,3.1667,13.159,0,0.28,1,0
705,200,1,0.3114,1,3.1667,13.95,0,0.28,1,0
706,200,1,0.29701,1,3.1667,14.366,0,0.28,1,0
707,200,1,0.31428,1,3.1667,13.961,0,0.28,1,0
708,200,1,0.29962,1,3.1667,13.963,0,0.28,1,0
709,200,1,0.29962,1,3.1667,13.8,0,0.28,1,0
710,200,1,0.30496,1,3.1667,14.282,0,0.28,1,0
711,200,1,0.30332,1,3.1667,13.81,0,0.27,1,0
712,200,1,0.29756,1,3.1667,13.436,0,0.27,1,0
713,200,1,0.2955,1,3.1667,14.209,0,0.27,1,0
714,200,1,0.30277,1,3.1667,13.276,0,0.27,1,0
715,200,1,0.3077,1,3.1667,13.745,0,0.27,1,0
716,200,1,0.30524,1,3.1667,13.436,0,0.27,1,0
717,200,1,0.30962,1,3.1667,13.102,0,0.27,1,0
718,200,1,0.30263,1,3.1667,13.727,0,0.27,1,0
719,200,1,0.29838,1,3.1667,12.686,0,0.27,1,0
720,200,1,0.30071,1,3.1667,13.15,0,0.27,1,0
721,200,1,0.29989,1,3.1667,13.083,0,0.27,1,0
722,200,1,0.30428,1,3.1667,13.674,0,0.27,1,0
723,200,1,0.29605,1,3.1667,12.549,0,0.27,1,0
724,200,1,0.30729,1,3.1667,13.196,0,0.27,1,0
725,200,1,0.30688,1,3.1667,13.181,0,0.26,1,0
726,200,1,0.29605,1,3.1667,12.647,0,0.26,1,0
727,200,1,0.29893,1,3.1667,12.597,0,0.26,1,0
728,200,1,0.29482,1,3.1667,12.633,0,0.26,1,0
729,200,1,0.29482,1,3.1667,12.548,0,0.26,1,0
730,200,1,0.30112,1,3.1667,12.66,0,0.26,1,0
731,200,1,0.29482,1,3.1667,12.78,0,0.26,1,0
732,200,1,0.29482,1,3.1667,12.546,0,0.26,1,0
733,200,1,0.29482,1,3.1667,12.586,0,0.26,1,0
734,200,1,0.30208,1,3.1667,12.485,0,0.26,1,0
735,200,1,0.29742,1,3.1667,13.078,0,0.26,1,0
736,200,1,0.30071,1,3.1667,12.197,0,0.26,1,0
737,200,1,0.30798,1,3.1667,13.327,0,0.26,1,0
738,200,1,0.31044,1,3.1667,13.025,0,0.26,1,0
739,200,1,0.29811,1,3.1667,12.042,0,0.26,1,0
740,200,1,0.31319,1,3.1667,13.723,0,0.26,1,0
741,200,1,0.30249,1,3.1667,12.777,0,0.26,1,0
742,200,1,0.29866,1,3.1667,12.425,0,0.26,1,0
743,200,1,0.29482,1,3.1667,12.217,0,0.26,1,0
744,200,1,0.29783,1,3.1667,12.764,0,0.26,1,0
745,200,1,0.30414,1,3.1667,12.836,0,0.26,1,0
746,200,1,0.29907,1,3.1667,12.914,0,0.26,1,0
747,200,1,0.29509,1,3.1667,12.155,0,0.26,1,0
748,200,1,0.29934,1,3.1667,12.579,0,0.25,1,0
749,200,1,0.31839,1,3.1667,12.782,0,0.25,1,0
750,200,1,0.29482,1,3.1667,12.569,0,0.25,1,0
751,200,1,0.30907,1,3.1667,12.895,0,0.25,1,0
752,200,1,0.3014,1,3.1667,12.659,0,0.25,1,0
753,200,1,0.31236,1,3.1667,12.487,0,0.25,1,0
754,200,1,0.29688,1,3.1667,11.894,0,0.25,1,0
755,200,1,0.29797,1,3.1667,11.907,0,0.25,1,0
756,200,1,0.30839,1,3.1667,12.847,0,0.25,1,0
757,200,1,0.29715,1,3.1667,12.916,0,0.25,1,0
758,200,1,0.30345,1,3.1667,12.437,0,0.25,1,0
759,200,1,0.31127,1,3.1667,12.658,0,0.25,1,0
760,200,1,0.30935,1,3.1667,12.146,0,0.25,1,0
761,200,1,0.29975,1,3.1667,12.31,0,0.25,1,0
762,200,1,0.29893,1,3.1667,12.305,0,0.25,1,0
763,200,1,0.30126,1,3.1667,11.915,0,0.25,1,0
764,200,1,0.30729,1,3.1667,12.211,0,0.25,1,0
765,200,1,0.30044,1,3.1667,12.047,0,0.25,1,0
766,200,1,0.30058,1,3.1667,12.007,0,0.24,1,0
767,200,1,0.29879,1,3.1667,12.182,0,0.24,1,0
768,200,1,0.30249,1,3.1667,11.903,0,0.24,1,0
769,200,1,0.30921,1,3.1667,12.678,0,0.24,1,0
770,200,1,0.30249,1,3.1667,11.897,0,0.24,1,0
771,200,1,0.30332,1,3.1667,12.033,0,0.24,1,0
772,200,1,0.32127,1,3.1667,12.429,0,0.24,1,0
773,200,1,0.31456,1,3.1667,12.354,0,0.24,1,0
774,200,1,0.2977,1,3.1667,11.748,0,0.24,1,0
775,200,1,0.29907,1,3.1667,11.627,0,0.24,1,0
776,200,1,0.30578,1,3.1667,11.33,0,0.24,1,0
777,200,1,0.31086,1,3.1667,12.102,0,0.24,1,0
778,200,1,0.30537,1,3.1667,11.259,0,0.23,1,0
779,200,1,0.31908,1,3.1667,12.218,0,0.23,1,0
780,200,1,0.2966,1,3.1667,11.395,0,0.23,1,0
781,200,1,0.30674,1,3.1667,11.931,0,0.23,1,0
782,200,1,0.31291,1,3.1667,12.082,0,0.23,1,0
783,200,1,0.30318,1,3.1667,11.757,0,0.23,1,0
784,200,1,0.32072,1,3.1667,11.536,0,0.23,1,0
785,200,1,0.31757,1,3.1667,11.518,0,0.23,1,0
786,200,1,0.29674,1,3.1667,10.99,0,0.23,1,0
787,200,1,0.30208,1,3.1667,11.097,0,0.23,1,0
788,200,1,0.29674,1,3.1667,10.764,0,0.23,1,0
789,200,1,0.30976,1,3.1667,11.284,0,0.22,1,0
790,200,1,0.30976,1,3.1667,11.123,0,0.22,1,0
791,200,1,0.30907,1,3.1667,11.315,0,0.22,1,0
792,200,1,0.30058,1,3.1667,10.954,0,0.22,1,0
793,200,1,0.30976,1,3.1667,10.974,0,0.22,1,0
794,200,1,0.32607,1,3.1667,11.962,0,0.22,1,0
795,200,1,0.30976,1,3.1667,10.851,0,0.22,1,0
796,200,1,0.30976,1,3.1667,11.135,0,0.22,1,0
797,200,1,0.30976,1,3.1667,11.001,0,0.22,1,0
798,200,1,0.30976,1,3.1667,10.883,0,0.22,1,0
799,200,1,0.30948,1,3.1667,10.874,0,0.22,1,0
800,200,1,0.31099,1,3.1667,11.127,0,0.22,1,0
